task,reward,seed,batches,final,n,mean_score,specificity_regret,crosstalk_rate,success_rate,mean_on_target,mean_off_target,reward_achieved
cognate,affinity,5,75,0,60,0.44150674358333336,0.6766470744166666,0.4166666666666667,0.5333333333333333,0.9218825689833333,0.4803758254,0.9218825689833333
cognate,affinity,5,100,0,60,0.4138258766666667,0.7043279413333332,0.45,0.5,0.9126116489166666,0.4987857722499999,0.9126116489166666
cognate,affinity,5,125,0,60,0.40077132545,0.7173824925499999,0.5166666666666667,0.43333333333333335,0.92810737285,0.5273360474,0.92810737285
cognate,affinity,5,150,0,60,0.5053760352,0.6127777828,0.31666666666666665,0.6333333333333333,0.9324873685166666,0.4271113333166666,0.9324873685166666
cognate,affinity,5,0,1,200,0.48438418256999993,0.63376963543,0.355,0.58,0.908920736085,0.424536553515,0.908920736085
cognate,affinity,5,150,1,200,0.49598519609,0.6221686219099999,0.32,0.62,0.92421859031,0.42823339421999995,0.92421859031
cognate,affinity,6,0,0,60,0.5216145056833333,0.5965393123166666,0.3,0.65,0.9203036693999999,0.39868916371666674,0.9203036693999999
cognate,affinity,6,25,0,60,0.5515845808,0.5665692372,0.26666666666666666,0.7,0.9302682166166666,0.3786836358166667,0.9302682166166666
cognate,affinity,6,50,0,60,0.5023204921833333,0.6158333258166666,0.2833333333333333,0.6666666666666666,0.9317912298333334,0.42947073765000005,0.9317912298333334
cognate,affinity,6,75,0,60,0.48050173006666663,0.6376520879333333,0.4,0.55,0.9271778794000001,0.4466761493333333,0.9271778794000001
cognate,affinity,6,100,0,60,0.4487129945666667,0.6694408234333332,0.43333333333333335,0.5166666666666667,0.9281807985666666,0.47946780400000005,0.9281807985666666
cognate,affinity,6,125,0,60,0.48392011645000005,0.6342337015499999,0.35,0.6333333333333333,0.9114757485333332,0.4275556320833333,0.9114757485333332
cognate,affinity,6,150,0,60,0.44341247948333334,0.6747413385166665,0.4166666666666667,0.55,0.9309122652333333,0.48749978574999997,0.9309122652333333
cognate,affinity,6,0,1,200,0.50268280872,0.6154710092799999,0.355,0.59,0.9166555687,0.41397275998,0.9166555687
cognate,affinity,6,150,1,200,0.47597938681,0.64217443119,0.385,0.56,0.9244064516399999,0.44842706483,0.9244064516399999
cognate,affinity,7,0,0,60,0.49968626385,0.61846755415,0.31666666666666665,0.6166666666666667,0.9281180238833335,0.4284317600333332,0.9281180238833335
cognate,affinity,7,25,0,60,0.53281176345,0.5853420545499999,0.3,0.6666666666666666,0.9321780578333334,0.3993662943833333,0.9321780578333334
cognate,affinity,7,50,0,60,0.47036459936666664,0.6477892186333333,0.4,0.55,0.9196904559166668,0.44932585655,0.9196904559166668
cognate,affinity,7,75,0,60,0.4504422401333334,0.6677115778666665,0.4166666666666667,0.5666666666666667,0.9228294949833333,0.4723872548500001,0.9228294949833333
