model,n_sequences,reference_delta,contrast,a,b,probes,n,mean_diff,ci_lo,ci_hi,boot_lo,boot_hi,a_lower,ties,binom_p,ratio_to_reference,verdict,passed
facebook/esm2_t12_35M_UR50D,10,1.0378359000000001,frame-anchored stop,stop in frame,stop out of frame,reading_frame,10,0.05110350000000001,0.024278853555361957,0.07792814644463807,0.02348763499999999,0.07378898750000004,9,0,0.021484375,0.04924044350364061,REPRESENTS,True
