model,n_sequences,reference_delta,contrast,a,b,probes,n,mean_diff,ci_lo,ci_hi,boot_lo,boot_hi,a_lower,ties,binom_p,ratio_to_reference,verdict,passed
LongSafari/hyenadna-small-32k-seqlen-hf,29,0.048779758620689666,frame-anchored stop,stop in frame,stop out of frame,reading_frame,29,0.0006112413793103187,-0.00019629389806960897,0.0014187766566902465,-0.00011633620689656942,0.0014607948275861893,19,0,0.13604594767093658,0.012530635587259016,NULL,False
