aggregation,auc,auc_hi,auc_lo,baseline_auc,flank,mode,n_chunks,rho_off,rho_on,scorer,tokens,total_nt,transform
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,4320,recursive,3,-0.00358770126004312,-0.21401449864527766,markov5,527,8922,real
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,4320,recursive,3,-0.00358770126004312,-0.21401449864527766,markov5,527,8922,real
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,real
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,real
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,real
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,real
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,real
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,real
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,real
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,real
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,real
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,real
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,real
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,real
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,real
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,real
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,real
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,real
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,real
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,real
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,14400,recursive,10,-0.00358770126004312,-0.21401449864527766,markov5,527,29082,real
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,14400,recursive,10,-0.00358770126004312,-0.21401449864527766,markov5,527,29082,real
