aggregation,auc,auc_hi,auc_lo,baseline_auc,flank,mode,n_chunks,rho_off,rho_on,scorer,tokens,total_nt,transform
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,1440,recursive,1,-0.00358770126004312,-0.21401449864527766,markov5,527,3162,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,1440,recursive,1,-0.00358770126004312,-0.21401449864527766,markov5,527,3162,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,1440,recursive,1,-0.00358770126004312,-0.21401449864527766,markov5,527,3162,shuffle_dinuc
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,2880,recursive,2,-0.00358770126004312,-0.21401449864527766,markov5,527,6042,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,2880,recursive,2,-0.00358770126004312,-0.21401449864527766,markov5,527,6042,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,2880,recursive,2,-0.00358770126004312,-0.21401449864527766,markov5,527,6042,shuffle_dinuc
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,2880,recursive,2,-0.00358770126004312,-0.21401449864527766,markov5,527,6042,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,2880,recursive,2,-0.00358770126004312,-0.21401449864527766,markov5,527,6042,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,2880,recursive,2,-0.00358770126004312,-0.21401449864527766,markov5,527,6042,shuffle_dinuc
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,4320,recursive,3,-0.00358770126004312,-0.21401449864527766,markov5,527,8922,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,4320,recursive,3,-0.00358770126004312,-0.21401449864527766,markov5,527,8922,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,4320,recursive,3,-0.00358770126004312,-0.21401449864527766,markov5,527,8922,shuffle_dinuc
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,4320,recursive,3,-0.00358770126004312,-0.21401449864527766,markov5,527,8922,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,4320,recursive,3,-0.00358770126004312,-0.21401449864527766,markov5,527,8922,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,4320,recursive,3,-0.00358770126004312,-0.21401449864527766,markov5,527,8922,shuffle_dinuc
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,shuffle_dinuc
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,5760,recursive,4,-0.00358770126004312,-0.21401449864527766,markov5,527,11802,shuffle_dinuc
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,shuffle_dinuc
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,8640,recursive,6,-0.00358770126004312,-0.21401449864527766,markov5,527,17562,shuffle_dinuc
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,shuffle_dinuc
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,11520,recursive,8,-0.00358770126004312,-0.21401449864527766,markov5,527,23322,shuffle_dinuc
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,14400,recursive,10,-0.00358770126004312,-0.21401449864527766,markov5,527,29082,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,14400,recursive,10,-0.00358770126004312,-0.21401449864527766,markov5,527,29082,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,14400,recursive,10,-0.00358770126004312,-0.21401449864527766,markov5,527,29082,shuffle_dinuc
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,14400,recursive,10,-0.00358770126004312,-0.21401449864527766,markov5,527,29082,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,14400,recursive,10,-0.00358770126004312,-0.21401449864527766,markov5,527,29082,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,14400,recursive,10,-0.00358770126004312,-0.21401449864527766,markov5,527,29082,shuffle_dinuc
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,17280,recursive,12,-0.00358770126004312,-0.21401449864527766,markov5,527,34842,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,17280,recursive,12,-0.00358770126004312,-0.21401449864527766,markov5,527,34842,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,17280,recursive,12,-0.00358770126004312,-0.21401449864527766,markov5,527,34842,shuffle_dinuc
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,17280,recursive,12,-0.00358770126004312,-0.21401449864527766,markov5,527,34842,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,17280,recursive,12,-0.00358770126004312,-0.21401449864527766,markov5,527,34842,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,17280,recursive,12,-0.00358770126004312,-0.21401449864527766,markov5,527,34842,shuffle_dinuc
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,20160,recursive,14,-0.00358770126004312,-0.21401449864527766,markov5,527,40602,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,20160,recursive,14,-0.00358770126004312,-0.21401449864527766,markov5,527,40602,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,20160,recursive,14,-0.00358770126004312,-0.21401449864527766,markov5,527,40602,shuffle_dinuc
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,20160,recursive,14,-0.00358770126004312,-0.21401449864527766,markov5,527,40602,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,20160,recursive,14,-0.00358770126004312,-0.21401449864527766,markov5,527,40602,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,20160,recursive,14,-0.00358770126004312,-0.21401449864527766,markov5,527,40602,shuffle_dinuc
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_dinuc
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_dinuc
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_dinuc
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_dinuc
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_dinuc
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_dinuc
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_dinuc
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_dinuc
none,0.5051634665282823,0.5610098945219321,0.44499720062152853,0.6641152049818371,0,direct,1,-0.07891798125072531,-0.0980087738658889,nt_v2_50m,47,282,real
none,0.5110015568240789,0.5694206556724183,0.45318945840874536,0.6641152049818371,60,direct,1,-0.08916124788747942,-0.08954162095648073,nt_v2_50m,67,402,real
none,0.4921639854696419,0.5515133378396773,0.4335297670412151,0.6641152049818371,300,direct,1,-0.1487035527275488,-0.1743670941639968,nt_v2_50m,147,882,real
none,0.3789050337311884,0.43277608766073716,0.3253854015211985,0.6641152049818371,1200,direct,1,-0.03990271830475441,-0.14113526579027363,nt_v2_50m,447,2682,real
none,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,1440,direct,1,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,3162,real
none,0.36022314478463935,0.4157352200323353,0.30605337063297167,0.6641152049818371,2880,direct,1,-0.04496067716351637,-0.10517369200736364,nt_v2_50m,1007,6042,real
none,0.3651790347690711,0.42099267215250646,0.3105210817977925,0.6641152049818371,3000,direct,1,-0.043526280541144026,-0.10575982147498504,nt_v2_50m,1047,6282,real
none,0.3829787234042553,0.44002823854207285,0.3278369643603386,0.6641152049818371,4320,direct,1,-0.06293958930560893,-0.13416100822817592,nt_v2_50m,1487,8922,real
none,0.4097560975609756,0.46767990778340074,0.35375931025765134,0.6641152049818371,5400,direct,1,-0.07875615620248418,-0.14443611027043826,nt_v2_50m,1847,11082,real
none,0.4087960560456668,0.4663689765816137,0.35362476333464904,0.6641152049818371,5760,direct,1,-0.0732771722291918,-0.13948661576624,nt_v2_50m,1967,11802,real
none,0.40998962117280746,0.46679233617605775,0.35440930349035377,0.6641152049818371,1440,direct,1,0.0631813796637726,-0.03545338641153527,nt_v2_50m,527,3162,shuffle_mono
none,0.31725480020757657,0.3729783691591315,0.2660082220041366,0.6641152049818371,2880,direct,1,-0.03191743472308964,-0.12326098772425058,nt_v2_50m,1007,6042,shuffle_mono
none,0.3662428645563051,0.4236944361312419,0.3072567020794328,0.6641152049818371,4320,direct,1,-0.08633577293223763,-0.23846351853529899,nt_v2_50m,1487,8922,shuffle_mono
none,0.37361183186299946,0.430483294329847,0.31768324264364745,0.6641152049818371,5760,direct,1,-0.01754893079438374,-0.11530156627536081,nt_v2_50m,1967,11802,shuffle_mono
none,0.2885313959522574,0.340804857376641,0.23979298393529647,0.6641152049818371,1440,direct,1,0.13005837387762503,0.033254689947286364,nt_v2_50m,527,3162,shuffle_dinuc
none,0.3762584327970939,0.43362342549537397,0.32182331047072277,0.6641152049818371,2880,direct,1,-0.07055505370578516,-0.15037189510947552,nt_v2_50m,1007,6042,shuffle_dinuc
none,0.419330565646082,0.47510296446287736,0.36131727776822653,0.6641152049818371,4320,direct,1,-0.05844200892528373,-0.1656468720850813,nt_v2_50m,1487,8922,shuffle_dinuc
none,0.35609756097560974,0.41054352834825636,0.30252449079116484,0.6641152049818371,5760,direct,1,-0.04382008839340937,-0.172452498543346,nt_v2_50m,1967,11802,shuffle_dinuc
mean,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,1440,recursive,1,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,3162,real
median,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,1440,recursive,1,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,3162,real
max,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,1440,recursive,1,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,3162,real
min,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,1440,recursive,1,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,3162,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,1440,recursive,1,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,3162,real
farthest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,1440,recursive,1,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,3162,real
mean,0.3482355993772704,0.4017415603775941,0.29300309796621604,0.6641152049818371,2880,recursive,2,0.01754437621204525,-0.10346907694505482,nt_v2_50m,527,6042,real
median,0.3482355993772704,0.4017415603775941,0.29300309796621604,0.6641152049818371,2880,recursive,2,0.01754437621204525,-0.10346907694505482,nt_v2_50m,527,6042,real
max,0.3600155682407888,0.41344139298781385,0.30433511002543645,0.6641152049818371,2880,recursive,2,-0.013740035443003722,-0.14793903814802,nt_v2_50m,527,6042,real
min,0.3484431759211209,0.4022799184487239,0.29399764150943397,0.6641152049818371,2880,recursive,2,0.048031527835396944,-0.05050604590440498,nt_v2_50m,527,6042,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,2880,recursive,2,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,6042,real
farthest,0.35212765957446807,0.4064245776111191,0.29775331153612544,0.6641152049818371,2880,recursive,2,0.06283824714267344,-0.015448476548399212,nt_v2_50m,527,6042,real
mean,0.32900882200311365,0.38110137362649865,0.27711201243757366,0.6641152049818371,4320,recursive,3,0.010945411106353754,-0.10551014602393417,nt_v2_50m,527,8922,real
median,0.3391022314478464,0.39396813169070116,0.28438671934832205,0.6641152049818371,4320,recursive,3,0.003443891899425807,-0.11639669106261004,nt_v2_50m,527,8922,real
max,0.3334198235599377,0.3837578129513035,0.28182042558723963,0.6641152049818371,4320,recursive,3,-0.017322614378906493,-0.13539698133166708,nt_v2_50m,527,8922,real
min,0.33375713544369484,0.3884141644876574,0.28157516596785465,0.6641152049818371,4320,recursive,3,0.04569870944299317,-0.05368538275692338,nt_v2_50m,527,8922,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,4320,recursive,3,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,8922,real
farthest,0.3317851582771147,0.3848226540594725,0.2814115203331503,0.6641152049818371,4320,recursive,3,-0.00416278318782365,-0.09453466430052129,nt_v2_50m,527,8922,real
mean,0.32055007784120393,0.3733164896461729,0.2692202796584076,0.6641152049818371,5760,recursive,4,0.010290765364606972,-0.10223668552586027,nt_v2_50m,527,11802,real
median,0.3304099636741048,0.38402749562665756,0.277773575652836,0.6641152049818371,5760,recursive,4,0.01016808135398991,-0.09749758669399188,nt_v2_50m,527,11802,real
max,0.30467047223663724,0.3571696532068521,0.2556576233779778,0.6641152049818371,5760,recursive,4,-0.00737746832679947,-0.12458635072771887,nt_v2_50m,527,11802,real
min,0.34104826154644524,0.39427437878214927,0.28941139081718786,0.6641152049818371,5760,recursive,4,0.025070680920319013,-0.07533932979980787,nt_v2_50m,527,11802,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,5760,recursive,4,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,11802,real
farthest,0.33661131292163987,0.39178046717926424,0.2864100197679699,0.6641152049818371,5760,recursive,4,0.010454719223781059,-0.0710922717696665,nt_v2_50m,527,11802,real
mean,0.29932537623248573,0.3500759761905081,0.24981270292018296,0.6641152049818371,8640,recursive,6,0.02774814827423701,-0.09944427650426191,nt_v2_50m,527,17562,real
median,0.3040996367410483,0.35492960646141,0.253950234290249,0.6641152049818371,8640,recursive,6,0.02916516365595484,-0.0941820676220193,nt_v2_50m,527,17562,real
max,0.29807991696938246,0.35124694506625764,0.24914383158447787,0.6641152049818371,8640,recursive,6,0.002296869391205724,-0.13223015269562893,nt_v2_50m,527,17562,real
min,0.30223144784639333,0.35498320050007814,0.2524388499752256,0.6641152049818371,8640,recursive,6,0.055702002227652966,-0.04965130731972069,nt_v2_50m,527,17562,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,8640,recursive,6,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,17562,real
farthest,0.28518422418266737,0.3365566249733659,0.23598151256207345,0.6641152049818371,8640,recursive,6,0.12232101403353181,0.03722461359799452,nt_v2_50m,527,17562,real
mean,0.3027244421380384,0.3533057870725059,0.253067397911719,0.6641152049818371,11520,recursive,8,0.014033845904795412,-0.10448038735638414,nt_v2_50m,527,23322,real
median,0.3032952776336274,0.3547802956672975,0.2513648405872871,0.6641152049818371,11520,recursive,8,0.014701639873744628,-0.1088689315099806,nt_v2_50m,527,23322,real
max,0.33858329008822,0.3953210346657412,0.2888540294565835,0.6641152049818371,11520,recursive,8,0.0070984169674972245,-0.07326633753831202,nt_v2_50m,527,23322,real
min,0.315905552672548,0.36811208460329886,0.2671084557732458,0.6641152049818371,11520,recursive,8,0.03035195456861686,-0.0785238177834922,nt_v2_50m,527,23322,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,11520,recursive,8,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,23322,real
farthest,0.4090814737934613,0.46499171831352526,0.3520429686142596,0.6641152049818371,11520,recursive,8,-0.07240434910681276,-0.14614712298235386,nt_v2_50m,527,23322,real
mean,0.30965230928905035,0.3602867601676846,0.2595479924893442,0.6641152049818371,14400,recursive,10,-0.007290663132209792,-0.11897382773757041,nt_v2_50m,527,29082,real
median,0.30991177996886354,0.36244226278196046,0.2582307034580663,0.6641152049818371,14400,recursive,10,-0.00115572325612589,-0.12146297043322338,nt_v2_50m,527,29082,real
max,0.353918007265179,0.40765719736104955,0.30419042675302305,0.6641152049818371,14400,recursive,10,-0.044911387281524315,-0.1025130188536022,nt_v2_50m,527,29082,real
min,0.31660612350804357,0.36881844848689543,0.26698752571352774,0.6641152049818371,14400,recursive,10,0.029821425420057727,-0.08090688138667232,nt_v2_50m,527,29082,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,14400,recursive,10,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,29082,real
farthest,0.3167099117799689,0.37227642609988354,0.2639060722646875,0.6641152049818371,14400,recursive,10,-0.009324009864311774,-0.163489932696715,nt_v2_50m,527,29082,real
mean,0.3131551634665283,0.3644686557045137,0.26190112740769533,0.6641152049818371,17280,recursive,12,-0.010779445466166333,-0.12256531102893847,nt_v2_50m,527,34842,real
median,0.30793980280228334,0.3599150104602509,0.25641640036837643,0.6641152049818371,17280,recursive,12,-0.005760719004536383,-0.13122414346469996,nt_v2_50m,527,34842,real
max,0.35428126621691747,0.4079796440216267,0.3048897384948038,0.6641152049818371,17280,recursive,12,-0.045428683363799904,-0.10504745367420064,nt_v2_50m,527,34842,real
min,0.3285677218474312,0.3797358613167251,0.27717416211497853,0.6641152049818371,17280,recursive,12,0.024082981156956833,-0.06380931713906055,nt_v2_50m,527,34842,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,17280,recursive,12,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,34842,real
farthest,0.3563310845874416,0.4110168299424176,0.3007749362232944,0.6641152049818371,17280,recursive,12,-0.03598772550442518,-0.172814812031626,nt_v2_50m,527,34842,real
mean,0.30638297872340425,0.35789886236056984,0.2552996383814171,0.6641152049818371,20160,recursive,14,-0.0042588081299392505,-0.13112094513233394,nt_v2_50m,527,40602,real
median,0.29807991696938246,0.34970480351069444,0.24588423119956906,0.6641152049818371,20160,recursive,14,0.0035261313001684587,-0.13914089414119107,nt_v2_50m,527,40602,real
max,0.35723923196678775,0.41187861321952707,0.30744271960196445,0.6641152049818371,20160,recursive,14,-0.04577958199831406,-0.11298211511900123,nt_v2_50m,527,40602,real
min,0.3266216917488324,0.37737014864075064,0.2751021479922659,0.6641152049818371,20160,recursive,14,0.026408680649988504,-0.06280483405558568,nt_v2_50m,527,40602,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,20160,recursive,14,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,40602,real
farthest,0.30368448365334716,0.3563632471970324,0.2529003473809757,0.6641152049818371,20160,recursive,14,0.025386092344022216,-0.16704368409050543,nt_v2_50m,527,40602,real
mean,0.299507005708355,0.349877025283317,0.24824290508346086,0.6641152049818371,25920,recursive,18,0.007910412281785595,-0.12005009968577898,nt_v2_50m,527,52122,real
median,0.2882200311364816,0.33958488658963754,0.23710286764467398,0.6641152049818371,25920,recursive,18,0.027045070690783202,-0.1228640247440305,nt_v2_50m,527,52122,real
max,0.3546185781006746,0.408838218306341,0.3042484200390388,0.6641152049818371,25920,recursive,18,-0.042902420194806425,-0.1327111544605594,nt_v2_50m,527,52122,real
min,0.3321224701608718,0.3831190244435086,0.2802681172458922,0.6641152049818371,25920,recursive,18,0.014580169472367028,-0.046771634218199236,nt_v2_50m,527,52122,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,25920,recursive,18,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,52122,real
farthest,0.26984950700570837,0.32095283182406353,0.21975959569123776,0.6641152049818371,25920,recursive,18,0.10532377656947682,-0.08769511447181734,nt_v2_50m,527,52122,real
mean,0.30877010897768553,0.35992389179030515,0.2578333174794069,0.6641152049818371,31680,recursive,22,-0.002874693586351767,-0.11717451584650604,nt_v2_50m,527,63642,real
median,0.29649714582252207,0.34770482142721587,0.24540750820363788,0.6641152049818371,31680,recursive,22,0.014865269886143216,-0.1169979566666794,nt_v2_50m,527,63642,real
max,0.3549558899844318,0.4084335195354483,0.3048096016040554,0.6641152049818371,31680,recursive,22,-0.04739918931772163,-0.13733873391013157,nt_v2_50m,527,63642,real
min,0.3377270368448365,0.38879126779931417,0.28463713786693495,0.6641152049818371,31680,recursive,22,0.006986976763053463,-0.05109021212364493,nt_v2_50m,527,63642,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,31680,recursive,22,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,63642,real
farthest,0.35049299429164504,0.4057402039268662,0.2959032037089093,0.6641152049818371,31680,recursive,22,0.007603123019799626,-0.047743353770200225,nt_v2_50m,527,63642,real
mean,0.31141670991177994,0.36239471032716825,0.2600127368742504,0.6641152049818371,40320,recursive,28,0.0036510149302169037,-0.10846017349718326,nt_v2_50m,527,80922,real
median,0.2974312402698495,0.34901841046488863,0.24687331529924122,0.6641152049818371,40320,recursive,28,0.017553826891970492,-0.10243842702100582,nt_v2_50m,527,80922,real
max,0.3536066424494032,0.40900806004010737,0.3019281499166242,0.6641152049818371,40320,recursive,28,-0.06321152300264189,-0.1977910955118314,nt_v2_50m,527,80922,real
min,0.36691748832381943,0.42104866170906874,0.3100893382872961,0.6641152049818371,40320,recursive,28,-0.0012836811238517425,-0.023006843524926077,nt_v2_50m,527,80922,real
nearest,0.3730669434353918,0.42784958284790425,0.31807149631357745,0.6641152049818371,40320,recursive,28,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,527,80922,real
farthest,0.3584327970939284,0.41344247593235917,0.3044793619481985,0.6641152049818371,40320,recursive,28,-0.03922760989141876,-0.20668689178168215,nt_v2_50m,527,80922,real
mean,0.3741048261546445,0.42727648151971914,0.32063184624293106,0.6641152049818371,1440,recursive,1,-0.035407126767624315,-0.2925509779082702,nt_v2_50m,527,3162,shuffle_mono
median,0.3741048261546445,0.42727648151971914,0.32063184624293106,0.6641152049818371,1440,recursive,1,-0.035407126767624315,-0.2925509779082702,nt_v2_50m,527,3162,shuffle_mono
max,0.3741048261546445,0.42727648151971914,0.32063184624293106,0.6641152049818371,1440,recursive,1,-0.035407126767624315,-0.2925509779082702,nt_v2_50m,527,3162,shuffle_mono
min,0.3741048261546445,0.42727648151971914,0.32063184624293106,0.6641152049818371,1440,recursive,1,-0.035407126767624315,-0.2925509779082702,nt_v2_50m,527,3162,shuffle_mono
