task,split,features,family,model,config,layer,pooling,selected,train_cv_auc,n_train,n_test,n_features,orient,C,auc_lo,auc_hi,auc,mcc,tpr@1,clustercov@1,missrun@1,tpr@10,clustercov@10,missrun@10
promoter_all,cluster,HyenaDNA-small-32k:L2_last,model,HyenaDNA-small-32k,L2_last,2,last,,0.8692236581024546,8000,1571,256,fwd,0.003,0.8633673721716778,0.8996104424899249,0.881368678322993,0.5913482343057905,0.4559386973180077,0.5298372513562387,9,0.722860791826309,0.7649186256781193,4
promoter_all,cluster,HyenaDNA-small-32k:L2_last,model,HyenaDNA-small-32k,L2_last,2,last,,0.8692236581024546,8000,1571,256,rc,0.003,,,0.9026764818380432,0.6524561309754323,0.5542784163473818,0.6238698010849909,11,0.7803320561941252,0.8155515370705244,4
promoter_all,cluster,HyenaDNA-small-32k:L3_mean,model,HyenaDNA-small-32k,L3_mean,3,mean,,0.9299199083459504,8000,1571,256,fwd,0.03,0.925650621443763,0.9498586146203447,0.9373472457228803,0.711017865283839,0.6385696040868455,0.7106690777576854,6,0.8237547892720306,0.8462929475587704,3
promoter_all,cluster,HyenaDNA-small-32k:L3_mean,model,HyenaDNA-small-32k,L3_mean,3,mean,,0.9299199083459504,8000,1571,256,rc,0.03,,,0.9127736611107868,0.6575484556979024,0.6143039591315453,0.6889692585895117,6,0.776500638569604,0.8191681735985533,4
promoter_all,cluster,HyenaDNA-small-32k:L3_max,model,HyenaDNA-small-32k,L3_max,3,max,,0.921183063286597,8000,1571,256,fwd,0.003,0.9150951916035266,0.9427194169747493,0.9287930062041737,0.6957408911164286,0.6143039591315453,0.6871609403254972,6,0.8007662835249042,0.8300180831826401,3
promoter_all,cluster,HyenaDNA-small-32k:L3_max,model,HyenaDNA-small-32k,L3_max,3,max,,0.921183063286597,8000,1571,256,rc,0.003,,,0.9078385229269178,0.6575484556979024,0.6143039591315453,0.674502712477396,4,0.7879948914431673,0.8245931283905967,4
promoter_all,cluster,HyenaDNA-small-32k:L3_last,model,HyenaDNA-small-32k,L3_last,3,last,,0.868622952001271,8000,1571,256,fwd,0.003,0.8666767394287912,0.8987544553729376,0.883747917355479,0.5862559095833203,0.4904214559386973,0.5533453887884268,8,0.7177522349936143,0.7540687160940326,4
promoter_all,cluster,HyenaDNA-small-32k:L3_last,model,HyenaDNA-small-32k,L3_last,3,last,,0.868622952001271,8000,1571,256,rc,0.003,,,0.906102715703626,0.6728254298653129,0.5261813537675607,0.5985533453887885,10,0.7841634738186463,0.8191681735985533,3
promoter_all,cluster,HyenaDNA-small-32k:L4_mean,model,HyenaDNA-small-32k,L4_mean,4,mean,cv+default,0.9320679782665756,8000,1571,256,fwd,0.03,0.9265846306036144,0.9509154277805372,0.9378205003533202,0.7186563523675442,0.6500638569604087,0.7160940325497287,6,0.8148148148148148,0.840867992766727,3
promoter_all,cluster,HyenaDNA-small-32k:L4_mean,model,HyenaDNA-small-32k,L4_mean,4,mean,cv+default,0.9320679782665756,8000,1571,256,rc,0.03,,,0.9165191797784131,0.6600946180591375,0.6104725415070242,0.6817359855334539,7,0.7662835249042146,0.8119349005424955,4
promoter_all,cluster,HyenaDNA-small-32k:L4_max,model,HyenaDNA-small-32k,L4_max,4,max,,0.9254053854665941,8000,1571,256,fwd,0.003,0.9204140850520617,0.9436114414703145,0.9312030392023392,0.6957408911164286,0.6155810983397191,0.6817359855334539,6,0.7943805874840357,0.8282097649186256,3
promoter_all,cluster,HyenaDNA-small-32k:L4_max,model,HyenaDNA-small-32k,L4_max,4,max,,0.9254053854665941,8000,1571,256,rc,0.003,,,0.9159762335414356,0.6626407804203726,0.5823754789272031,0.650994575045208,6,0.7879948914431673,0.8191681735985533,4
promoter_all,cluster,HyenaDNA-small-32k:L4_last,model,HyenaDNA-small-32k,L4_last,4,last,,0.8898028181196912,8000,1571,256,fwd,0.003,0.8819593927088795,0.9187842445059115,0.9006781155389593,0.6575484556979024,0.5134099616858238,0.5895117540687161,9,0.7675606641123882,0.8047016274864376,4
promoter_all,cluster,HyenaDNA-small-32k:L4_last,model,HyenaDNA-small-32k,L4_last,4,last,,0.8898028181196912,8000,1571,256,rc,0.003,,,0.9233068181081483,0.6830100793102533,0.5849297573435505,0.6654611211573237,10,0.8020434227330779,0.8282097649186256,6
promoter_all,random,HyenaDNA-small-32k:L2_mean,model,HyenaDNA-small-32k,L2_mean,2,mean,,0.931378790008186,8000,1571,256,fwd,0.03,0.9261887008429129,0.9478513201467614,0.9369491085057322,0.6887895294500312,0.6085219707057257,0.6203576341127923,6,0.8202396804260985,0.8266850068775791,4
promoter_all,random,HyenaDNA-small-32k:L2_mean,model,HyenaDNA-small-32k,L2_mean,2,mean,,0.931378790008186,8000,1571,256,rc,0.03,,,0.9213065506154394,0.6709492674137554,0.6005326231691078,0.6134800550206327,6,0.7949400798934754,0.7991746905089409,5
promoter_all,random,HyenaDNA-small-32k:L2_max,model,HyenaDNA-small-32k,L2_max,2,max,,0.917693265460167,8000,1571,256,fwd,0.003,0.9047068410118013,0.9320884562697138,0.9198126075801369,0.66330344082678,0.5818908122503329,0.5914718019257221,7,0.800266311584554,0.8074277854195323,3
promoter_all,random,HyenaDNA-small-32k:L2_max,model,HyenaDNA-small-32k,L2_max,2,max,,0.917693265460167,8000,1571,256,rc,0.003,,,0.919520314377578,0.6760464851384056,0.5366178428761651,0.5488308115543329,8,0.7922769640479361,0.8005502063273727,5
promoter_all,random,HyenaDNA-small-32k:L2_last,model,HyenaDNA-small-32k,L2_last,2,last,,0.8688413805877788,8000,1571,256,fwd,0.003,0.8553905609524575,0.8921855443303516,0.8727485304147315,0.5919423926816767,0.4447403462050599,0.45529573590096284,10,0.7083888149134487,0.7166437414030261,6
promoter_all,random,HyenaDNA-small-32k:L2_last,model,HyenaDNA-small-32k,L2_last,2,last,,0.8688413805877788,8000,1571,256,rc,0.003,,,0.9005602286382385,0.6327201344788786,0.5472703062583223,0.5543328748280605,10,0.762982689747004,0.7675378266850069,4
promoter_all,random,HyenaDNA-small-32k:L3_mean,model,HyenaDNA-small-32k,L3_mean,3,mean,,0.9332245417927924,8000,1571,256,fwd,0.03,0.9284205360982988,0.9478007138205512,0.9382238316391154,0.683692311725381,0.6231691078561917,0.6354883081155434,6,0.8215712383488681,0.828060522696011,5
promoter_all,random,HyenaDNA-small-32k:L3_mean,model,HyenaDNA-small-32k,L3_mean,3,mean,,0.9332245417927924,8000,1571,256,rc,0.03,,,0.9185151505309994,0.6556576142398046,0.5938748335552596,0.6079779917469051,6,0.7816245006657789,0.7881705639614855,5
promoter_all,random,HyenaDNA-small-32k:L3_max,model,HyenaDNA-small-32k,L3_max,3,max,,0.92337627196342,8000,1571,256,fwd,0.003,0.91355591531235,0.938193340757845,0.9267091033094086,0.6760464851384056,0.6418109187749668,0.6492434662998624,6,0.7949400798934754,0.8005502063273727,4
promoter_all,random,HyenaDNA-small-32k:L3_max,model,HyenaDNA-small-32k,L3_max,3,max,,0.92337627196342,8000,1571,256,rc,0.003,,,0.9172907667825014,0.6760464851384056,0.5366178428761651,0.5488308115543329,6,0.7909454061251664,0.7991746905089409,4
promoter_all,random,HyenaDNA-small-32k:L3_last,model,HyenaDNA-small-32k,L3_last,3,last,,0.8724152133791677,8000,1571,256,fwd,0.003,0.8653968451301204,0.8976871148829577,0.8805787405410671,0.5766507395077259,0.4673768308921438,0.4786795048143054,9,0.7057256990679095,0.7138927097661623,6
promoter_all,random,HyenaDNA-small-32k:L3_last,model,HyenaDNA-small-32k,L3_last,3,last,,0.8724152133791677,8000,1571,256,rc,0.003,,,0.9103000876879608,0.6531090053774795,0.46604527296937415,0.47455295735900965,16,0.7616511318242344,0.7661623108665749,4
promoter_all,random,HyenaDNA-small-32k:L4_mean,model,HyenaDNA-small-32k,L4_mean,4,mean,cv+default,0.9339554006479446,8000,1571,256,fwd,0.03,0.9275849072510244,0.9489100013605798,0.938923711474132,0.7015325737616568,0.625832223701731,0.6382393397524071,6,0.8069241011984021,0.8156808803301238,4
promoter_all,random,HyenaDNA-small-32k:L4_mean,model,HyenaDNA-small-32k,L4_mean,4,mean,cv+default,0.9339554006479446,8000,1571,256,rc,0.03,,,0.919970121139294,0.6684006585514303,0.5845539280958721,0.5983493810178817,6,0.7816245006657789,0.7895460797799174,5
promoter_all,random,HyenaDNA-small-32k:L4_max,model,HyenaDNA-small-32k,L4_max,4,max,,0.9265777644219053,8000,1571,256,fwd,0.003,0.9154598910872309,0.9401752416397927,0.9290636874411353,0.6862409205877061,0.5619174434087882,0.5735900962861072,7,0.796271637816245,0.8033012379642366,4
promoter_all,random,HyenaDNA-small-32k:L4_max,model,HyenaDNA-small-32k,L4_max,4,max,,0.9265777644219053,8000,1571,256,rc,0.003,,,0.9177048488194604,0.6582062231021298,0.559254327563249,0.5722145804676754,8,0.7949400798934754,0.8033012379642366,4
promoter_all,random,HyenaDNA-small-32k:L4_last,model,HyenaDNA-small-32k,L4_last,4,last,,0.8913552040119576,8000,1571,256,fwd,0.003,0.8872945733981171,0.9183027882938041,0.9024162904744893,0.6352687433412038,0.563249001331558,0.5763411279229711,7,0.7736351531291611,0.781292984869326,5
promoter_all,random,HyenaDNA-small-32k:L4_last,model,HyenaDNA-small-32k,L4_last,4,last,,0.8913552040119576,8000,1571,256,rc,0.003,,,0.9181238024097951,0.6684006585514303,0.5525965379494008,0.562585969738652,6,0.796271637816245,0.8046767537826685,4
promoter_tata,shipped,HyenaDNA-small-32k:L2_mean,model,HyenaDNA-small-32k,L2_mean,2,mean,,0.9021039829559725,5059,212,256,fwd,0.03,0.9039917361613158,0.9645900008525645,0.9341402634389462,0.7358490566037735,0.37735849056603776,0.39215686274509803,9,0.7169811320754716,0.7254901960784313,5
promoter_tata,shipped,HyenaDNA-small-32k:L2_mean,model,HyenaDNA-small-32k,L2_mean,2,mean,,0.9021039829559725,5059,212,256,rc,0.03,,,0.870683517265931,0.5283018867924528,0.3018867924528302,0.3137254901960784,9,0.660377358490566,0.6764705882352942,4
promoter_tata,shipped,HyenaDNA-small-32k:L2_max,model,HyenaDNA-small-32k,L2_max,2,max,,0.8846066312563902,5059,212,256,fwd,0.003,0.8834751801753187,0.9527855824482897,0.9180313278746884,0.6415094339622641,0.44339622641509435,0.46078431372549017,9,0.7452830188679245,0.7647058823529411,3
