model,n_sequences,reference_delta,contrast,a,b,probes,n,mean_diff,ci_lo,ci_hi,boot_lo,boot_hi,a_lower,ties,binom_p,ratio_to_reference,verdict,passed
markov-order-2-periodic-3,24,0.10308486867343368,frame-anchored stop,stop in frame,stop out of frame,reading_frame,24,0.0035205324912645775,0.0027129327577448156,0.004328132224784339,0.0027883057363827144,0.004291169484296003,24,0,1.1920928955078125e-07,0.03415178713005301,REPRESENTS,True
