model,n_sequences,reference_delta,contrast,a,b,probes,n,mean_diff,ci_lo,ci_hi,boot_lo,boot_hi,a_lower,ties,binom_p,ratio_to_reference,verdict,passed
facebook/esm2_t12_35M_UR50D,9,1.0322942222222222,frame-anchored stop,stop in frame,stop out of frame,reading_frame,9,0.05038300000000002,0.015147072431024311,0.08561892756897573,0.020203444444444402,0.07535452222222226,8,0,0.0390625,0.04880682165549703,REPRESENTS,True
