auc,auc_hi,auc_lo,chunk_index,distance_nt,rho_off,rho_on,scorer,transform
0.3845355474831344,0.4426069295979557,0.3310812360293419,4,5760,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,5,7200,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,6,8640,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,7,10080,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,8,11520,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,9,12960,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,10,14400,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,11,15840,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,12,17280,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,13,18720,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,14,20160,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,15,21600,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,16,23040,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,17,24480,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,18,25920,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,19,27360,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,20,28800,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,21,30240,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,22,31680,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,23,33120,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,24,34560,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,25,36000,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,26,37440,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3845355474831344,0.4426069295979557,0.3310812360293419,27,38880,-0.00358770126004312,-0.21401449864527766,markov5,shuffle_dinuc
0.3730669434353918,0.42784958284790425,0.31807149631357745,0,0,-0.03484993617335302,-0.18257073621395684,nt_v2_50m,real
0.35212765957446807,0.4064245776111191,0.29775331153612544,1,1440,0.06283824714267344,-0.015448476548399212,nt_v2_50m,real
0.3317851582771147,0.3848226540594725,0.2814115203331503,2,2880,-0.00416278318782365,-0.09453466430052129,nt_v2_50m,real
0.33661131292163987,0.39178046717926424,0.2864100197679699,3,4320,0.010454719223781059,-0.0710922717696665,nt_v2_50m,real
0.32656979761286975,0.38225879232393417,0.27462435755220127,4,5760,-0.006786598413308848,-0.19017573869592172,nt_v2_50m,real
0.28518422418266737,0.3365566249733659,0.23598151256207345,5,7200,0.12232101403353181,0.03722461359799452,nt_v2_50m,real
0.34221587960560457,0.39684618754099704,0.2911484237384597,6,8640,0.05818390786972511,-0.014400086748970442,nt_v2_50m,real
0.4090814737934613,0.46499171831352526,0.3520429686142596,7,10080,-0.07240434910681276,-0.14614712298235386,nt_v2_50m,real
