task,split,features,family,n_train,n_test,n_features,orient,C,auc_lo,auc_hi,auc,mcc,tpr@1,clustercov@1,missrun@1,tpr@10,clustercov@10,missrun@10
enhancers,shipped,kmer6,trivial,8000,2943,4096,rc,0.003,,,0.7270322452505115,0.3306454416745802,0.02752924982794219,0.0411946446961895,157,0.3041982105987612,0.3903192584963955,24
enhancers,shipped,onehot,trivial,8000,2943,1600,fwd,0.003,0.7357483638492011,0.7714617581235189,0.7536298424458537,0.3809382403143044,0.04129387474191328,0.0607621009268795,128,0.321403991741225,0.40885684860968075,21
enhancers,shipped,onehot,trivial,8000,2943,1600,rc,0.003,,,0.6101738130320512,0.15394101402149518,0.030282174810736407,0.04325437693099897,161,0.20922229869236064,0.27188465499485065,28
enhancers,cluster,pwm,trivial,8000,2943,3200,fwd,,0.6900375194076713,0.7273431626928272,0.7097629596093523,0.3027952968277745,0.050066755674232306,0.0583596214511041,83,0.2590120160213618,0.2744479495268139,26
enhancers,cluster,pwm,trivial,8000,2943,3200,rc,,,,0.6698268972239803,0.24706080480420653,0.04539385847797063,0.05362776025236593,83,0.21895861148197596,0.23501577287066247,25
enhancers,cluster,gc_cpg,trivial,8000,2943,2,fwd,0.3,0.6575552400984289,0.6955684134811723,0.6768969929918092,0.2504232221380537,0.04138851802403204,0.04889589905362776,91,0.2336448598130841,0.2476340694006309,26
enhancers,cluster,gc_cpg,trivial,8000,2943,2,rc,0.3,,,0.6768969929918092,0.2504232221380537,0.04138851802403204,0.04889589905362776,91,0.2336448598130841,0.2476340694006309,26
enhancers,cluster,kmer3,trivial,8000,2943,64,fwd,0.03,0.7245189378005358,0.760017984493379,0.7405911457491189,0.3571704109971091,0.0520694259012016,0.0583596214511041,70,0.33311081441922563,0.36514195583596215,13
enhancers,cluster,kmer3,trivial,8000,2943,64,rc,0.03,,,0.7257053233607902,0.3340609874751419,0.036048064085447265,0.03943217665615142,92,0.2937249666221629,0.31782334384858046,17
enhancers,cluster,kmer4,trivial,8000,2943,256,fwd,0.003,0.7523440773930455,0.7860050259728532,0.7700865282891606,0.4115455251664437,0.06408544726301736,0.07097791798107256,86,0.3604806408544726,0.39353312302839116,13
enhancers,cluster,kmer4,trivial,8000,2943,256,rc,0.003,,,0.7498602519622473,0.3666860559767427,0.056742323097463285,0.06624605678233439,76,0.3257676902536716,0.35962145110410093,17
enhancers,cluster,kmer5,trivial,8000,2943,1024,fwd,0.003,0.7624702742417575,0.7953899267014478,0.7786386462226451,0.408826769457977,0.056742323097463285,0.062302839116719244,76,0.3938584779706275,0.4305993690851735,16
enhancers,cluster,kmer5,trivial,8000,2943,1024,rc,0.003,,,0.7514817911771635,0.37756107881060963,0.05540720961281709,0.06466876971608833,69,0.33444592790387184,0.3643533123028391,16
enhancers,cluster,kmer6,trivial,8000,2943,4096,fwd,0.003,0.7484609672031457,0.7815757503914674,0.7659402848550085,0.3843579680817764,0.062082777036048066,0.06861198738170347,99,0.3818424566088118,0.41719242902208203,18
enhancers,cluster,kmer6,trivial,8000,2943,4096,rc,0.003,,,0.7387432378118922,0.3462953881632422,0.07810413885180241,0.09227129337539432,73,0.3538050734312417,0.388801261829653,16
enhancers,cluster,onehot,trivial,8000,2943,1600,fwd,0.003,0.728895920291901,0.7634289996994593,0.7473286180882469,0.37348294524790954,0.06742323097463285,0.07965299684542587,72,0.34512683578104136,0.37381703470031546,17
enhancers,cluster,onehot,trivial,8000,2943,1600,rc,0.003,,,0.5925898891717214,0.13287306504860383,0.0260347129506008,0.030757097791798107,127,0.19225634178905207,0.21214511041009465,21
enhancers,random,pwm,trivial,8000,2943,3200,fwd,,0.6980656528897243,0.7353009869860866,0.7175303143380722,0.30615033768805605,0.04214819850441876,0.04299583911234397,97,0.2882392929979606,0.2912621359223301,15
enhancers,random,pwm,trivial,8000,2943,3200,rc,,,,0.6776769352407412,0.24906572355392664,0.04146838885112169,0.04230235783633842,97,0.2515295717199184,0.25450762829403606,15
enhancers,random,gc_cpg,trivial,8000,2943,2,fwd,3.0,0.6640669189944534,0.7009336753803149,0.6837552740667396,0.2606215221346267,0.037389530931339225,0.03814147018030513,97,0.2549286199864038,0.25728155339805825,15
enhancers,random,gc_cpg,trivial,8000,2943,2,rc,3.0,,,0.6837552740667396,0.2606215221346267,0.037389530931339225,0.03814147018030513,97,0.2549286199864038,0.25728155339805825,15
enhancers,random,kmer3,trivial,8000,2943,64,fwd,0.03,0.7400322902937795,0.7738577080000779,0.757339819850442,0.3809039990541779,0.046227056424201225,0.047156726768377254,106,0.37933378653976885,0.3828016643550624,16
enhancers,random,kmer3,trivial,8000,2943,64,rc,0.03,,,0.7406951053704962,0.35915747938403336,0.036709721278042146,0.036754507628294034,174,0.318830727396329,0.3231622746185853,15
enhancers,random,kmer4,trivial,8000,2943,256,fwd,0.003,0.7682404340363611,0.8008449504214677,0.7852762096178288,0.4379886131883073,0.08361658735554045,0.0839112343966713,54,0.39157036029911624,0.39667128987517336,12
enhancers,random,kmer4,trivial,8000,2943,256,rc,0.003,,,0.764680563355304,0.39721388880678626,0.06254248810333107,0.0638002773925104,66,0.35078178110129166,0.35436893203883496,12
enhancers,random,kmer5,trivial,8000,2943,1024,fwd,0.003,0.7761519344148965,0.8092659137793126,0.792713936836816,0.43662945570892325,0.09993201903467029,0.10124826629680998,56,0.42963970088375253,0.4320388349514563,9
enhancers,random,kmer5,trivial,8000,2943,1024,rc,0.003,,,0.7716010440989566,0.4067279911624745,0.07749830047586675,0.07905686546463246,38,0.36777702243371857,0.37309292649098474,10
enhancers,random,kmer6,trivial,8000,2943,4096,fwd,0.003,0.7468481885452279,0.7797664280082116,0.7626088064907043,0.3700307392191056,0.07409925220938138,0.07489597780859916,92,0.389530931339225,0.39528432732316227,10
enhancers,random,kmer6,trivial,8000,2943,4096,rc,0.003,,,0.7539500081281589,0.38498147149233,0.04758667573079538,0.04854368932038835,73,0.3344663494221618,0.33980582524271846,16
enhancers,random,onehot,trivial,8000,2943,1600,fwd,0.003,0.7246013652585082,0.7584965314984178,0.7437094515709515,0.3618757943428014,0.06662134602311352,0.06796116504854369,62,0.3392250169952413,0.34257975034674065,12
enhancers,random,onehot,trivial,8000,2943,1600,rc,0.003,,,0.5970659193686637,0.13897396772381995,0.028552005438477225,0.02912621359223301,115,0.19306594153636983,0.1955617198335645,28
splice_sites_all,shipped,pwm,trivial,8001,2976,7200,fwd,,0.791822054459939,0.8170906647248335,0.8053263469080413,0.47891594947311067,0.6088328075709779,0.7027491408934707,6,0.7034700315457413,0.7869415807560137,5
splice_sites_all,shipped,pwm,trivial,8001,2976,7200,rc,,,,0.6938315702632343,0.2863841128201004,0.3491062039957939,0.4518900343642612,21,0.3764458464773922,0.48281786941580757,21
splice_sites_all,shipped,gc_cpg,trivial,8001,2976,2,fwd,3.0,0.5960362730978738,0.6292826287524271,0.6127159336722348,0.12562674382590766,0.017875920084121977,0.027491408934707903,180,0.1377497371188223,0.16838487972508592,34
splice_sites_all,shipped,gc_cpg,trivial,8001,2976,2,rc,3.0,,,0.6127159336722348,0.12562674382590766,0.017875920084121977,0.027491408934707903,180,0.1377497371188223,0.16838487972508592,34
splice_sites_all,shipped,kmer3,trivial,8001,2976,64,fwd,0.03,0.6561782795931859,0.6841728605828343,0.6705742777410948,0.21359165298417668,0.019978969505783387,0.03264604810996564,385,0.18401682439537329,0.24570446735395188,22
splice_sites_all,shipped,kmer3,trivial,8001,2976,64,rc,0.03,,,0.660992798718871,0.19591143609060502,0.025236593059936908,0.041237113402061855,137,0.17981072555205047,0.2422680412371134,25
splice_sites_all,shipped,kmer4,trivial,8001,2976,256,fwd,0.003,0.6726387924508589,0.7006704251277813,0.6866974880402331,0.23924283069517271,0.025236593059936908,0.041237113402061855,170,0.20084121976866456,0.27835051546391754,21
splice_sites_all,shipped,kmer4,trivial,8001,2976,256,rc,0.003,,,0.6760789448747592,0.22138180621544715,0.015772870662460567,0.022336769759450172,195,0.1861198738170347,0.24742268041237114,22
