task,split,features,family,n_train,n_test,n_features,orient,C,auc_lo,auc_hi,auc,mcc,tpr@1,clustercov@1,missrun@1,tpr@10,clustercov@10,missrun@10
splice_sites_all,shipped,kmer5,trivial,8001,2976,1024,fwd,0.003,0.6672804775830781,0.6931194123107511,0.6815920302897295,0.23296258363431363,0.010515247108307046,0.01718213058419244,208,0.15457413249211358,0.22852233676975944,27
splice_sites_all,shipped,kmer5,trivial,8001,2976,1024,rc,0.003,,,0.6673652425197462,0.21196584253496245,0.00946372239747634,0.015463917525773196,161,0.1366982124079916,0.1958762886597938,51
splice_sites_all,shipped,kmer6,trivial,8001,2976,4096,fwd,0.003,0.6310918810934065,0.6582733421573165,0.6451872858459274,0.18314984635785153,0.00946372239747634,0.015463917525773196,500,0.12092534174553102,0.1872852233676976,56
splice_sites_all,shipped,kmer6,trivial,8001,2976,4096,rc,0.003,,,0.6212435337517824,0.15878923866716346,0.00946372239747634,0.015463917525773196,194,0.13459516298633017,0.2027491408934708,42
splice_sites_all,shipped,onehot,trivial,8001,2976,2400,fwd,0.003,0.9542220390404641,0.9647810755417177,0.9597764123131238,0.7767887553675672,0.5709779179810726,0.6804123711340206,8,0.9043112513144059,0.9329896907216495,2
splice_sites_all,shipped,onehot,trivial,8001,2976,2400,rc,0.003,,,0.6891274272650795,0.19387962933569086,0.0452155625657203,0.07216494845360824,92,0.3333333333333333,0.45532646048109965,13
splice_sites_all,cluster,pwm,trivial,8001,2977,7200,fwd,,0.78021221322383,0.8043467417223632,0.7932926959354925,0.45869504974219766,0.5541211519364448,0.6017478152309613,9,0.663356504468719,0.7066167290886392,6
splice_sites_all,cluster,pwm,trivial,8001,2977,7200,rc,,,,0.6842118092351485,0.2814815755330694,0.3227408142999007,0.3533083645443196,16,0.3753723932472691,0.41448189762796506,16
splice_sites_all,cluster,gc_cpg,trivial,8001,2977,2,fwd,3.0,0.585750249418778,0.6189521369225658,0.6029483748696282,0.10537515737277015,0.01787487586891758,0.019975031210986267,188,0.1420059582919563,0.15730337078651685,34
splice_sites_all,cluster,gc_cpg,trivial,8001,2977,2,rc,3.0,,,0.6029483748696282,0.10537515737277015,0.01787487586891758,0.019975031210986267,188,0.1420059582919563,0.15730337078651685,34
splice_sites_all,cluster,kmer3,trivial,8001,2977,64,fwd,0.003,0.6332720133672171,0.6644239938155638,0.6521562723459599,0.1784277616214646,0.014895729890764648,0.018726591760299626,182,0.15988083416087387,0.18601747815230962,46
splice_sites_all,cluster,kmer3,trivial,8001,2977,64,rc,0.003,,,0.6536036903866034,0.1917831739429175,0.018867924528301886,0.02372034956304619,182,0.15789473684210525,0.18352059925093633,28
splice_sites_all,cluster,kmer4,trivial,8001,2977,256,fwd,0.003,0.6519580721851871,0.6812506605740446,0.6682121016448438,0.20153982526297123,0.014895729890764648,0.018726591760299626,178,0.14597815292949354,0.1735330836454432,32
splice_sites_all,cluster,kmer4,trivial,8001,2977,256,rc,0.003,,,0.666131838418916,0.20230101881613924,0.014895729890764648,0.018726591760299626,253,0.14796425024826215,0.1735330836454432,33
splice_sites_all,cluster,kmer5,trivial,8001,2977,1024,fwd,0.003,0.6440055885567528,0.673576347905966,0.6601971950111766,0.18344746292957725,0.012909632571996028,0.016229712858926344,252,0.1420059582919563,0.17228464419475656,39
splice_sites_all,cluster,kmer5,trivial,8001,2977,1024,rc,0.003,,,0.6588140469645754,0.19830560995006932,0.00893743793445879,0.011235955056179775,308,0.13306852035749753,0.1523096129837703,34
splice_sites_all,cluster,kmer6,trivial,8001,2977,4096,fwd,0.003,0.613685320691682,0.6447581901318613,0.6286283471732821,0.17260151963623524,0.006951340615690168,0.008739076154806492,498,0.10327706057596822,0.12609238451935081,37
splice_sites_all,cluster,kmer6,trivial,8001,2977,4096,rc,0.003,,,0.6347499146142175,0.16763050500546503,0.016881827209533268,0.019975031210986267,168,0.13704071499503476,0.16978776529338327,37
splice_sites_all,cluster,onehot,trivial,8001,2977,2400,fwd,0.003,0.9536705086171293,0.9637086773318031,0.9587286227594088,0.7782866100411278,0.4458788480635551,0.5081148564294632,7,0.9215491559086395,0.9388264669163545,2
splice_sites_all,cluster,onehot,trivial,8001,2977,2400,rc,0.003,,,0.7105195284674819,0.21798762922660683,0.05660377358490566,0.06991260923845194,63,0.323733862959285,0.3782771535580524,19
splice_sites_all,random,pwm,trivial,8000,2976,7200,fwd,,0.7719369018261436,0.7960875941543395,0.784430102519023,0.44065537751784556,0.5726660250240616,0.5760869565217391,8,0.6400384985563041,0.6432806324110671,6
splice_sites_all,random,pwm,trivial,8000,2976,7200,rc,,,,0.6719549226792934,0.24114463594165708,0.30317613089509143,0.3092885375494071,18,0.3426371511068335,0.3468379446640316,12
splice_sites_all,random,gc_cpg,trivial,8000,2976,2,fwd,3.0,0.5839925605117072,0.6138038315562833,0.5990192966674323,0.11745769189489447,0.02213666987487969,0.022727272727272728,132,0.15110683349374399,0.1551383399209486,33
splice_sites_all,random,gc_cpg,trivial,8000,2976,2,rc,3.0,,,0.5990192966674323,0.11745769189489447,0.02213666987487969,0.022727272727272728,132,0.15110683349374399,0.1551383399209486,33
splice_sites_all,random,kmer3,trivial,8000,2976,64,fwd,0.03,0.621969316486921,0.6527084398585175,0.6367607508856339,0.15024909389821875,0.01828681424446583,0.018774703557312252,195,0.14148219441770934,0.14525691699604742,42
splice_sites_all,random,kmer3,trivial,8000,2976,64,rc,0.03,,,0.6363162566683976,0.14495940998988788,0.015399422521655439,0.015810276679841896,231,0.12127045235803657,0.12450592885375494,31
splice_sites_all,random,kmer4,trivial,8000,2976,256,fwd,0.003,0.6427209237458539,0.6702947851599868,0.6557101353540521,0.16518702740777752,0.011549566891241578,0.011857707509881422,260,0.12993262752646775,0.13339920948616601,33
splice_sites_all,random,kmer4,trivial,8000,2976,256,rc,0.003,,,0.6556200408826524,0.18793992019072614,0.011549566891241578,0.011857707509881422,145,0.16361886429258904,0.16699604743083005,34
splice_sites_all,random,kmer5,trivial,8000,2976,1024,fwd,0.003,0.6382401740838277,0.6686854388622607,0.6536220453180283,0.17919149519130384,0.012512030798845043,0.012845849802371542,183,0.14436958614051973,0.1482213438735178,36
splice_sites_all,random,kmer5,trivial,8000,2976,1024,rc,0.003,,,0.6618014815548944,0.2138730921703034,0.02021174205967276,0.020750988142292492,182,0.15591915303176132,0.15711462450592886,26
splice_sites_all,random,kmer6,trivial,8000,2976,4096,fwd,0.003,0.6137788381663539,0.6447499083187869,0.6302567854421756,0.17807353833001646,0.011549566891241578,0.011857707509881422,195,0.12800769971126083,0.13142292490118576,37
splice_sites_all,random,kmer6,trivial,8000,2976,4096,rc,0.003,,,0.6399397005640793,0.1721511700874548,0.013474494706448507,0.01383399209486166,168,0.136669874879692,0.13932806324110672,33
splice_sites_all,random,onehot,trivial,8000,2976,2400,fwd,0.003,0.9534889630272596,0.9638171899230437,0.9592406583708808,0.793743113189306,0.5158806544754572,0.5276679841897233,9,0.9191530317613089,0.9199604743083004,2
splice_sites_all,random,onehot,trivial,8000,2976,2400,rc,0.003,,,0.7087080077733505,0.22613763488536195,0.04523580365736285,0.046442687747035576,100,0.3310875842155919,0.3339920948616601,12
H3K4me3,shipped,pwm,trivial,8000,773,8000,fwd,,0.7635827992077269,0.8326855466668667,0.8029789797831035,0.4592484988153592,0.12628865979381443,0.15946843853820597,40,0.5592783505154639,0.6046511627906976,13
H3K4me3,shipped,pwm,trivial,8000,773,8000,rc,,,,0.7957825679475163,0.4437244361832175,0.1134020618556701,0.14285714285714285,64,0.5360824742268041,0.574750830564784,13
H3K4me3,shipped,gc_cpg,trivial,8000,773,2,fwd,3.0,0.8073158000547181,0.8669703130609662,0.8379803186504218,0.5058206867117844,0.2036082474226804,0.24916943521594684,19,0.6237113402061856,0.6877076411960132,13
H3K4me3,shipped,gc_cpg,trivial,8000,773,2,rc,3.0,,,0.8379803186504218,0.5058206867117844,0.2036082474226804,0.24916943521594684,19,0.6237113402061856,0.6877076411960132,13
H3K4me3,shipped,kmer3,trivial,8000,773,64,fwd,0.3,0.8319167906763952,0.8832999491010274,0.8607310215557639,0.542043499520115,0.1958762886597938,0.23920265780730898,28,0.6365979381443299,0.7043189368770764,13
H3K4me3,shipped,kmer3,trivial,8000,773,64,rc,0.3,,,0.8413040567679744,0.5058206867117844,0.19845360824742267,0.2425249169435216,28,0.615979381443299,0.6777408637873754,13
H3K4me3,shipped,kmer4,trivial,8000,773,256,fwd,0.003,0.8349863323049611,0.8885853306686086,0.8658120230285178,0.5316941244320205,0.26288659793814434,0.31561461794019935,18,0.6469072164948454,0.707641196013289,13
H3K4me3,shipped,kmer4,trivial,8000,773,256,rc,0.003,,,0.8435801312089972,0.46959787390345364,0.2268041237113402,0.27906976744186046,18,0.6391752577319587,0.707641196013289,10
H3K4me3,shipped,kmer5,trivial,8000,773,1024,fwd,0.003,0.8401268789460508,0.8903475653619602,0.8670906413174455,0.5575675621522567,0.15463917525773196,0.19269102990033224,28,0.6649484536082474,0.7242524916943521,13
H3K4me3,shipped,kmer5,trivial,8000,773,1024,rc,0.003,,,0.8438947650287858,0.5265194368879733,0.18814432989690721,0.22591362126245848,19,0.6237113402061856,0.6843853820598007,11
H3K4me3,shipped,kmer6,trivial,8000,773,4096,fwd,0.003,0.8082495736623354,0.86589420075238,0.8408019815236312,0.5006459991677371,0.20876288659793815,0.25249169435215946,20,0.5876288659793815,0.654485049833887,11
H3K4me3,shipped,kmer6,trivial,8000,773,4096,rc,0.003,,,0.8426027580666755,0.5265194368879733,0.23195876288659795,0.27906976744186046,20,0.6005154639175257,0.6677740863787376,9
H3K4me3,shipped,onehot,trivial,8000,773,4000,fwd,0.003,0.72013145371164,0.7875820685168086,0.75947248627661,0.37645349811060336,0.059278350515463915,0.07641196013289037,64,0.4690721649484536,0.5249169435215947,14
H3K4me3,shipped,onehot,trivial,8000,773,4000,rc,0.003,,,0.7269447047797564,0.31953193512608374,0.10309278350515463,0.12956810631229235,72,0.36597938144329895,0.4119601328903654,18
H3K4me3,cluster,pwm,trivial,8000,773,8000,fwd,,0.7669468089906836,0.8278869846636516,0.794482555335227,0.42573683467955514,0.27455919395465994,0.2996742671009772,18,0.5037783375314862,0.5374592833876222,10
H3K4me3,cluster,pwm,trivial,8000,773,8000,rc,,,,0.7884465941368777,0.42056027550116,0.2367758186397985,0.2703583061889251,22,0.5037783375314862,0.5342019543973942,11
H3K4me3,cluster,gc_cpg,trivial,8000,773,2,fwd,3.0,0.8183146476051064,0.8738625535972548,0.8445354788573879,0.5033852223554831,0.21158690176322417,0.25732899022801303,20,0.6221662468513854,0.6644951140065146,5
H3K4me3,cluster,gc_cpg,trivial,8000,773,2,rc,3.0,,,0.8445354788573879,0.5033852223554831,0.21158690176322417,0.25732899022801303,20,0.6221662468513854,0.6644951140065146,5
H3K4me3,cluster,kmer3,trivial,8000,773,64,fwd,0.03,0.8538887811894001,0.8997155240448945,0.8753081622809368,0.5862101692098062,0.21662468513853905,0.26058631921824105,20,0.6397984886649875,0.6840390879478827,5
H3K4me3,cluster,kmer3,trivial,8000,773,64,rc,0.03,,,0.873405595155153,0.606916405923387,0.22670025188916876,0.2736156351791531,20,0.6473551637279596,0.6840390879478827,6
H3K4me3,cluster,kmer4,trivial,8000,773,256,fwd,0.003,0.8485000793933704,0.8987650771446274,0.8729433517337478,0.5913867283882014,0.20654911838790932,0.254071661237785,20,0.6523929471032746,0.7035830618892508,5
H3K4me3,cluster,kmer4,trivial,8000,773,256,rc,0.003,,,0.863289833324401,0.5758570508530159,0.20906801007556675,0.254071661237785,20,0.672544080604534,0.7100977198697068,6
H3K4me3,cluster,kmer5,trivial,8000,773,1024,fwd,0.003,0.8363429995862589,0.8871218652541837,0.8610791039176805,0.5913867283882014,0.12342569269521411,0.15309446254071662,31,0.6272040302267002,0.6710097719869706,7
H3K4me3,cluster,kmer5,trivial,8000,773,1024,rc,0.003,,,0.8600407310145238,0.5758570508530159,0.13602015113350127,0.16938110749185667,37,0.654911838790932,0.6938110749185668,6
H3K4me3,cluster,kmer6,trivial,8000,773,4096,fwd,0.003,0.8273744233783284,0.8798085349267378,0.8527989174125087,0.581033610031411,0.060453400503778336,0.0781758957654723,53,0.6120906801007556,0.6514657980456026,5
H3K4me3,cluster,kmer6,trivial,8000,773,4096,rc,0.003,,,0.8428573342622863,0.555150814139435,0.06801007556675064,0.08794788273615635,61,0.6372795969773299,0.6840390879478827,5
H3K4me3,cluster,onehot,trivial,8000,773,4000,fwd,0.003,0.7266904609496484,0.7875416643721918,0.7586352430462512,0.3584415653604176,0.1712846347607053,0.1986970684039088,25,0.3879093198992443,0.41368078175895767,10
H3K4me3,cluster,onehot,trivial,8000,773,4000,rc,0.003,,,0.6978401843614342,0.2652635001493041,0.0982367758186398,0.1237785016286645,39,0.4005037783375315,0.4495114006514658,9
H3K4me3,random,pwm,trivial,8000,773,8000,fwd,,0.7921056405795435,0.8483713225244182,0.8194470477975633,0.5006459991677371,0.17525773195876287,0.17585301837270342,32,0.5154639175257731,0.5196850393700787,7
H3K4me3,random,pwm,trivial,8000,773,8000,rc,,,,0.8120230285178739,0.49547131162368985,0.18298969072164947,0.1837270341207349,32,0.520618556701031,0.5249343832020997,7
H3K4me3,random,gc_cpg,trivial,8000,773,2,fwd,3.0,0.8442864218696469,0.8893965424745071,0.8675826750569018,0.5679169372403512,0.3170103092783505,0.31758530183727035,12,0.6675257731958762,0.6745406824146981,4
H3K4me3,random,gc_cpg,trivial,8000,773,2,rc,3.0,,,0.8675826750569018,0.5679169372403512,0.3170103092783505,0.31758530183727035,12,0.6675257731958762,0.6745406824146981,4
H3K4me3,random,kmer3,trivial,8000,773,64,fwd,0.03,0.8654073840720886,0.9102143882104979,0.8915383585486678,0.630013187768918,0.3247422680412371,0.32808398950131235,13,0.6907216494845361,0.6981627296587927,5
H3K4me3,random,kmer3,trivial,8000,773,64,rc,0.03,,,0.8854532065872273,0.6196638126808236,0.3711340206185567,0.37270341207349084,12,0.6572164948453608,0.6640419947506562,4
H3K4me3,random,kmer4,trivial,8000,773,256,fwd,0.003,0.8696871332470151,0.9126087734680615,0.893245414379435,0.6455372504010598,0.3711340206185567,0.37270341207349084,12,0.7190721649484536,0.7244094488188977,5
H3K4me3,random,kmer4,trivial,8000,773,256,rc,0.003,,,0.8900856875083679,0.6351878753129653,0.38144329896907214,0.38320209973753283,12,0.6881443298969072,0.6929133858267716,4
H3K4me3,random,kmer5,trivial,8000,773,1024,fwd,0.003,0.8670181794355989,0.9112162464832859,0.8924487883250769,0.630013187768918,0.3634020618556701,0.3648293963254593,12,0.7216494845360825,0.7270341207349081,5
H3K4me3,random,kmer5,trivial,8000,773,1024,rc,0.003,,,0.8886530994778417,0.6196638126808236,0.41237113402061853,0.4146981627296588,12,0.7190721649484536,0.7244094488188977,4
H3K4me3,random,kmer6,trivial,8000,773,4096,fwd,0.003,0.8552224570784805,0.8990280731191905,0.8780760476636764,0.5834409998724929,0.28350515463917525,0.2887139107611549,16,0.6752577319587629,0.6797900262467191,7
H3K4me3,random,kmer6,trivial,8000,773,4096,rc,0.003,,,0.8607176328825814,0.5782663123284456,0.29381443298969073,0.29396325459317585,13,0.6649484536082474,0.6692913385826772,5
H3K4me3,random,onehot,trivial,8000,773,4000,fwd,0.003,0.7357554395652683,0.7941311296147996,0.7643057972954881,0.37645349811060336,0.18298969072164947,0.1837270341207349,28,0.49226804123711343,0.49606299212598426,6
H3K4me3,random,onehot,trivial,8000,773,4000,rc,0.003,,,0.7343687240594456,0.34023068530227274,0.1134020618556701,0.11548556430446194,70,0.38917525773195877,0.3910761154855643,10
