model,n_sequences,reference_delta,contrast,a,b,probes,n,mean_diff,ci_lo,ci_hi,boot_lo,boot_hi,a_lower,ties,binom_p,ratio_to_reference,verdict,passed
markov-order-2-periodic-1,24,0.03910700675054047,frame-anchored stop,stop in frame,stop out of frame,reading_frame,24,-0.00021216805039965073,-0.0005009573231800376,7.662122238073622e-05,-0.0005049598964049007,3.06484869378058e-05,11,0,0.8388197422027588,-0.0054253206274018535,NULL,False
