model,n_sequences,reference_delta,contrast,a,b,probes,n,mean_diff,ci_lo,ci_hi,boot_lo,boot_hi,a_lower,ties,binom_p,ratio_to_reference,verdict,passed
InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,29,0.4115137586206896,frame-anchored stop,stop in frame,stop out of frame,reading_frame,29,0.019135862068965493,-0.004749715842841996,0.043021439980772985,-0.004946571551724066,0.04297996120689657,18,0,0.26493089646101,0.04650114769699319,NULL,False
