task,split,family,entry,auc,auc_lo,auc_hi,auc_rc,mcc,tpr1,clustercov1,missrun1,tpr10,clustercov10,n_test
splice_sites_all,shipped,model,NT-v2-50M train-CV config (L9_mean),0.7685574398089371,0.7556849632742196,0.7816336957145729,0.7363951016269338,0.365295745895043,0.0515247108307045,0.0790378006872852,90,0.3259726603575184,0.4175257731958763,2976
splice_sites_all,shipped,model,"NT-v2-50M final layer, mean (L12_mean)",0.7457665912309124,0.7312521830767927,0.7595333036713613,0.7115711835420028,0.3280235434230606,0.0273396424815983,0.0446735395189003,120,0.2902208201892745,0.3814432989690721,2976
splice_sites_all,shipped,model_oracle,NT-v2-50M best-of-9 ON TEST (L9_mean),0.7685574398089371,0.7556849632742196,0.7816336957145729,0.7363951016269338,0.365295745895043,0.0515247108307045,0.0790378006872852,90,0.3259726603575184,0.4175257731958763,2976
splice_sites_all,shipped,model,HyenaDNA-small-32k train-CV config (L4_mean),0.7054724744641027,0.692370899606805,0.7202469769749105,0.6871984247629439,0.2596109367057847,0.0231335436382754,0.0360824742268041,170,0.2103049421661409,0.2852233676975945,2976
splice_sites_all,shipped,model,"HyenaDNA-small-32k final layer, mean (L4_mean)",0.7054724744641027,0.692370899606805,0.7202469769749105,0.6871984247629439,0.2596109367057847,0.0231335436382754,0.0360824742268041,170,0.2103049421661409,0.2852233676975945,2976
splice_sites_all,shipped,model_oracle,HyenaDNA-small-32k best-of-9 ON TEST (L4_mean),0.7054724744641027,0.692370899606805,0.7202469769749105,0.6871984247629439,0.2596109367057847,0.0231335436382754,0.0360824742268041,170,0.2103049421661409,0.2852233676975945,2976
splice_sites_all,shipped,model_positional,NT-v2-50M POST-HOC windowed readout (L6_win8),0.9419251109110692,0.93599117124852,0.9485045785975684,0.909485566495175,0.7179259344518423,0.5120925341745531,0.5927835051546392,8,0.8654048370136698,0.8969072164948454,2976
splice_sites_all,shipped,model_positional,HyenaDNA-small-32k POST-HOC windowed readout (L2_win8),0.8738551081159919,0.8624445805263112,0.8835559396529212,0.857035144196169,0.5765686344713963,0.2660357518401682,0.3556701030927835,20,0.7308096740273397,0.8041237113402062,2976
splice_sites_all,cluster,trivial,best trivial: onehot,0.9587286227594088,0.9536705086171292,0.9637086773318032,0.7105195284674819,0.7782866100411278,0.4458788480635551,0.5081148564294632,7,0.9215491559086396,0.9388264669163544,2977
splice_sites_all,cluster,trivial,trivial: onehot,0.9587286227594088,0.9536705086171292,0.9637086773318032,0.7105195284674819,0.7782866100411278,0.4458788480635551,0.5081148564294632,7,0.9215491559086396,0.9388264669163544,2977
