assay,seed,scorer,gate_auroc,passes_gate,true_yield,random_yield
A4GRB6_PSEAI_Chen_2020,34,honest_zero_shot,0.7441860465116279,True,5.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,34,leaked_full,1.0,True,0.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,34,leaked_25pct,0.7348837209302326,True,1.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,34,leaked_50pct,0.8046511627906977,True,1.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,34,leaked_75pct,0.8558139534883721,True,1.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,35,honest_zero_shot,0.7441860465116279,True,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,35,leaked_full,1.0,True,1.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,35,leaked_25pct,0.627906976744186,True,1.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,35,leaked_50pct,0.758139534883721,True,1.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,35,leaked_75pct,0.8511627906976744,True,0.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,36,honest_zero_shot,0.8046511627906977,True,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,36,leaked_full,1.0,True,0.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,36,leaked_25pct,0.6744186046511629,True,1.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,36,leaked_50pct,0.772093023255814,True,1.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,36,leaked_75pct,0.9255813953488372,True,0.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,37,honest_zero_shot,0.8139534883720931,True,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,37,leaked_full,1.0,True,0.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,37,leaked_25pct,0.4558139534883721,False,1.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,37,leaked_50pct,0.7255813953488373,True,0.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,37,leaked_75pct,0.9116279069767442,True,2.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,38,honest_zero_shot,0.7627906976744185,True,5.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,38,leaked_full,1.0,True,0.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,38,leaked_25pct,0.7674418604651163,True,0.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,38,leaked_50pct,0.6465116279069767,True,0.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,38,leaked_75pct,0.9674418604651163,True,1.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,39,honest_zero_shot,0.9069767441860466,True,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,39,leaked_full,1.0,True,0.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,39,leaked_25pct,0.6604651162790697,True,1.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,39,leaked_50pct,0.8604651162790697,True,0.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,39,leaked_75pct,0.8790697674418605,True,1.0,0.48426150121065376
AACC1_PSEAI_Dandage_2018,0,honest_zero_shot,0.6000000000000001,True,1.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,0,leaked_full,1.0,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,0,leaked_25pct,0.7395348837209302,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,0,leaked_50pct,0.9069767441860465,True,0.0,0.4654877353108956
