assay,n_obs,seed,own,supplied
A4GRB6_PSEAI_Chen_2020,48,33,1.5254237288135593,4.52542372881356
A4GRB6_PSEAI_Chen_2020,48,34,1.5254237288135593,4.52542372881356
A4GRB6_PSEAI_Chen_2020,48,35,-0.48426150121065376,4.5157384987893465
A4GRB6_PSEAI_Chen_2020,48,36,0.5157384987893463,4.5157384987893465
A4GRB6_PSEAI_Chen_2020,48,37,-0.48426150121065376,4.5157384987893465
A4GRB6_PSEAI_Chen_2020,48,38,0.5254237288135593,4.52542372881356
A4GRB6_PSEAI_Chen_2020,48,39,-0.48426150121065376,4.5157384987893465
A4GRB6_PSEAI_Chen_2020,96,0,-0.4792176039119804,4.52078239608802
A4GRB6_PSEAI_Chen_2020,96,1,0.5305623471882641,4.530562347188264
A4GRB6_PSEAI_Chen_2020,96,2,0.5305623471882641,4.530562347188264
A4GRB6_PSEAI_Chen_2020,96,3,3.5403422982885084,4.540342298288508
A4GRB6_PSEAI_Chen_2020,96,4,3.52078239608802,4.52078239608802
A4GRB6_PSEAI_Chen_2020,96,5,-0.4889975550122249,4.511002444987775
A4GRB6_PSEAI_Chen_2020,96,6,11.550122249388753,4.550122249388753
A4GRB6_PSEAI_Chen_2020,96,7,-0.4792176039119804,4.52078239608802
A4GRB6_PSEAI_Chen_2020,96,8,-0.4889975550122249,4.511002444987775
A4GRB6_PSEAI_Chen_2020,96,9,-0.4792176039119804,4.52078239608802
A4GRB6_PSEAI_Chen_2020,96,10,0.5305623471882641,4.530562347188264
A4GRB6_PSEAI_Chen_2020,96,11,1.511002444987775,4.511002444987775
A4GRB6_PSEAI_Chen_2020,96,12,4.540342298288508,4.540342298288508
A4GRB6_PSEAI_Chen_2020,96,13,1.5305623471882641,4.530562347188264
A4GRB6_PSEAI_Chen_2020,96,14,10.530562347188264,4.530562347188264
A4GRB6_PSEAI_Chen_2020,96,15,4.52078239608802,3.52078239608802
A4GRB6_PSEAI_Chen_2020,96,16,-0.4792176039119804,4.52078239608802
A4GRB6_PSEAI_Chen_2020,96,17,-0.4889975550122249,4.511002444987775
A4GRB6_PSEAI_Chen_2020,96,18,-0.4792176039119804,4.52078239608802
A4GRB6_PSEAI_Chen_2020,96,19,8.52078239608802,4.52078239608802
A4GRB6_PSEAI_Chen_2020,96,20,0.5207823960880196,3.52078239608802
A4GRB6_PSEAI_Chen_2020,96,21,0.511002444987775,4.511002444987775
A4GRB6_PSEAI_Chen_2020,96,22,6.530562347188264,4.530562347188264
